Ticker,Frequency,Fiscal,Period Ending,Total Revenue,Reported Currency,Fiscal_period
ANTH,quarterly,Q3 2014,2014-09-30 00:00:00,-,USD,Fiscal year is January - December
ANTH,quarterly,Q2 2014,2014-06-30 00:00:00,-,USD,Fiscal year is January - December
ANTH,quarterly,Q1 2014,2014-03-31 00:00:00,-,USD,Fiscal year is January - December
ANTH,quarterly,Q4 2013,2013-12-31 00:00:00,-,USD,Fiscal year is January - December
ANTH,quarterly,Q3 2013,2013-09-30 00:00:00,-,USD,Fiscal year is January - December
ANTH,quarterly,Q2 2013,2013-06-30 00:00:00,-,USD,Fiscal year is January - December
APLIF,annual,TTM,2024-09-30 00:00:00,"494,784",CAD,Fiscal year is April - March
APLIF,annual,FY 2024,2024-03-31 00:00:00,"827,407",CAD,Fiscal year is April - March
APLIF,annual,FY 2023,2023-03-31 00:00:00,"334,177",CAD,Fiscal year is April - March
APLIF,annual,FY 2022,2022-03-31 00:00:00,"1,390,684",CAD,Fiscal year is April - March
APLIF,annual,FY 2021,2021-03-31 00:00:00,-,CAD,Fiscal year is April - March
APLIF,annual,FY 2020,2020-03-31 00:00:00,"199,106",CAD,Fiscal year is April - March
APLIF,quarterly,Q2 2025,2024-09-30 00:00:00,"4,690",CAD,Fiscal year is April - March
APLIF,quarterly,Q1 2025,2024-06-30 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q4 2024,2024-03-31 00:00:00,"11,697",CAD,Fiscal year is April - March
APLIF,quarterly,Q3 2024,2023-12-31 00:00:00,"478,397",CAD,Fiscal year is April - March
APLIF,quarterly,Q2 2024,2023-09-30 00:00:00,"337,313",CAD,Fiscal year is April - March
APLIF,quarterly,Q1 2024,2023-06-30 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q4 2023,2023-03-31 00:00:00,"334,177",CAD,Fiscal year is April - March
APLIF,quarterly,Q3 2023,2022-12-31 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q2 2023,2022-09-30 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q1 2023,2022-06-30 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q4 2022,2022-03-31 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q3 2022,2021-12-31 00:00:00,"1,390,684",CAD,Fiscal year is April - March
APLIF,quarterly,Q2 2022,2021-09-30 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q1 2022,2021-06-30 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q4 2021,2021-03-31 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q3 2021,2020-12-31 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q2 2021,2020-09-30 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q1 2021,2020-06-30 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q4 2020,2020-03-31 00:00:00,-,CAD,Fiscal year is April - March
APLIF,quarterly,Q3 2020,2019-12-31 00:00:00,"199,106",CAD,Fiscal year is April - March
APNHY,annual,TTM,2024-06-30 00:00:00,"44,706,000,000",ZAR,Fiscal year is July - June
APNHY,annual,FY 2024,2024-06-30 00:00:00,"44,706,000,000",ZAR,Fiscal year is July - June
APNHY,annual,FY 2023,2023-06-30 00:00:00,"40,709,000,000",ZAR,Fiscal year is July - June
APNHY,annual,FY 2022,2022-06-30 00:00:00,"38,606,000,000",ZAR,Fiscal year is July - June
APNHY,annual,FY 2021,2021-06-30 00:00:00,"37,766,000,000",ZAR,Fiscal year is July - June
APNHY,annual,FY 2020,2020-06-30 00:00:00,"33,659,000,000",ZAR,Fiscal year is July - June
APNHY,Semi-Annual,H2 2024,2024-06-30 00:00:00,"23,565,000,000",ZAR,Fiscal year is July - June
APNHY,Semi-Annual,H1 2024,2023-12-31 00:00:00,"21,141,000,000",ZAR,Fiscal year is July - June
APNHY,Semi-Annual,H2 2023,2023-06-30 00:00:00,"21,559,000,000",ZAR,Fiscal year is July - June
APNHY,Semi-Annual,H1 2023,2022-12-31 00:00:00,"19,150,000,000",ZAR,Fiscal year is July - June
APNHY,Semi-Annual,H2 2022,2022-06-30 00:00:00,"19,225,000,000",ZAR,Fiscal year is July - June
APNHY,Semi-Annual,H1 2022,2021-12-31 00:00:00,"19,381,000,000",ZAR,Fiscal year is July - June
APNHY,Semi-Annual,H2 2021,2021-06-30 00:00:00,-,ZAR,Fiscal year is July - June
APNHY,Semi-Annual,H1 2021,2020-12-31 00:00:00,"18,633,000,000",ZAR,Fiscal year is July - June
APNHY,Semi-Annual,H2 2020,2020-06-30 00:00:00,-,ZAR,Fiscal year is July - June
APNHY,Semi-Annual,H1 2020,2019-12-31 00:00:00,"15,984,000,000",ZAR,Fiscal year is July - June
AQSZF,annual,TTM,2024-09-30 00:00:00,"413,165",CAD,Fiscal year is January - December
AQSZF,annual,FY 2023,2023-12-31 00:00:00,"254,896",CAD,Fiscal year is January - December
AQSZF,annual,FY 2022,2022-12-31 00:00:00,"1,379,772",CAD,Fiscal year is January - December
AQSZF,annual,FY 2021,2021-12-31 00:00:00,"2,714,698",CAD,Fiscal year is January - December
AQSZF,annual,FY 2020,2020-12-31 00:00:00,"2,592,613",CAD,Fiscal year is January - December
AQSZF,annual,FY 2019,2019-12-31 00:00:00,"1,632,524",CAD,Fiscal year is January - December
AQSZF,quarterly,Q3 2024,2024-09-30 00:00:00,"148,320",CAD,Fiscal year is January - December
AQSZF,quarterly,Q2 2024,2024-06-30 00:00:00,"161,413",CAD,Fiscal year is January - December
AQSZF,quarterly,Q1 2024,2024-03-31 00:00:00,"52,555",CAD,Fiscal year is January - December
AQSZF,quarterly,Q4 2023,2023-12-31 00:00:00,"50,877",CAD,Fiscal year is January - December
AQSZF,quarterly,Q3 2023,2023-09-30 00:00:00,"13,359",CAD,Fiscal year is January - December
AQSZF,quarterly,Q2 2023,2023-06-30 00:00:00,"98,409",CAD,Fiscal year is January - December
AQSZF,quarterly,Q1 2023,2023-03-31 00:00:00,"92,251",CAD,Fiscal year is January - December
AQSZF,quarterly,Q4 2022,2022-12-31 00:00:00,"383,075",CAD,Fiscal year is January - December
AQSZF,quarterly,Q3 2022,2022-09-30 00:00:00,"347,923",CAD,Fiscal year is January - December
AQSZF,quarterly,Q2 2022,2022-06-30 00:00:00,"346,494",CAD,Fiscal year is January - December
AQSZF,quarterly,Q1 2022,2022-03-31 00:00:00,"302,280",CAD,Fiscal year is January - December
AQSZF,quarterly,Q4 2021,2021-12-31 00:00:00,"859,325",CAD,Fiscal year is January - December
AQSZF,quarterly,Q3 2021,2021-09-30 00:00:00,"712,036",CAD,Fiscal year is January - December
AQSZF,quarterly,Q2 2021,2021-06-30 00:00:00,"651,516",CAD,Fiscal year is January - December
AQSZF,quarterly,Q1 2021,2021-03-31 00:00:00,"491,821",CAD,Fiscal year is January - December
AQSZF,quarterly,Q4 2020,2020-12-31 00:00:00,"851,187",CAD,Fiscal year is January - December
AQSZF,quarterly,Q3 2020,2020-09-30 00:00:00,"618,984",CAD,Fiscal year is January - December
AQSZF,quarterly,Q2 2020,2020-06-30 00:00:00,"542,992",CAD,Fiscal year is January - December
AQSZF,quarterly,Q1 2020,2020-03-31 00:00:00,"579,450",CAD,Fiscal year is January - December
AQSZF,quarterly,Q4 2019,2019-12-31 00:00:00,"535,466",CAD,Fiscal year is January - December
AREVF,annual,TTM,2023-09-30 00:00:00,"7,209",CAD,Fiscal year is January - December
AREVF,annual,FY 2022,2022-12-31 00:00:00,"49,113",CAD,Fiscal year is January - December
AREVF,annual,FY 2021,2021-12-31 00:00:00,"254,996",CAD,Fiscal year is January - December
AREVF,annual,FY 2020,2020-12-31 00:00:00,"190,577",CAD,Fiscal year is January - December
AREVF,annual,FY 2019,2019-12-31 00:00:00,"194,686",CAD,Fiscal year is January - December
AREVF,annual,FY 2018,2018-12-31 00:00:00,-,CAD,Fiscal year is January - December
AREVF,quarterly,Q3 2023,2023-09-30 00:00:00,-,CAD,Fiscal year is January - December
AREVF,quarterly,Q2 2023,2023-06-30 00:00:00,-,CAD,Fiscal year is January - December
AREVF,quarterly,Q1 2023,2023-03-31 00:00:00,-,CAD,Fiscal year is January - December
AREVF,quarterly,Q4 2022,2022-12-31 00:00:00,"7,209",CAD,Fiscal year is January - December
AREVF,quarterly,Q3 2022,2022-09-30 00:00:00,"23,089",CAD,Fiscal year is January - December
AREVF,quarterly,Q2 2022,2022-06-30 00:00:00,"10,188",CAD,Fiscal year is January - December
AREVF,quarterly,Q1 2022,2022-03-31 00:00:00,"8,627",CAD,Fiscal year is January - December
AREVF,quarterly,Q4 2021,2021-12-31 00:00:00,"141,985",CAD,Fiscal year is January - December
AREVF,quarterly,Q3 2021,2021-09-30 00:00:00,"26,483",CAD,Fiscal year is January - December
AREVF,quarterly,Q2 2021,2021-06-30 00:00:00,"43,188",CAD,Fiscal year is January - December
AREVF,quarterly,Q1 2021,2021-03-31 00:00:00,"42,590",CAD,Fiscal year is January - December
AREVF,quarterly,Q4 2020,2020-12-31 00:00:00,"53,856",CAD,Fiscal year is January - December
AREVF,quarterly,Q3 2020,2020-09-30 00:00:00,"48,898",CAD,Fiscal year is January - December
AREVF,quarterly,Q2 2020,2020-06-30 00:00:00,"53,818",CAD,Fiscal year is January - December
AREVF,quarterly,Q1 2020,2020-03-31 00:00:00,"34,005",CAD,Fiscal year is January - December
AREVF,quarterly,Q4 2019,2019-12-31 00:00:00,"49,483",CAD,Fiscal year is January - December
AREVF,quarterly,Q3 2019,2019-09-30 00:00:00,"79,702",CAD,Fiscal year is January - December
AREVF,quarterly,Q2 2019,2019-06-30 00:00:00,-,CAD,Fiscal year is January - December
AREVF,quarterly,Q1 2019,2019-03-31 00:00:00,"65,501",CAD,Fiscal year is January - December
AREVF,quarterly,Q4 2018,2018-12-31 00:00:00,-,CAD,Fiscal year is January - December
ARGNF,annual,TTM,2024-09-30 00:00:00,"1,908,659,000",USD,Fiscal year is January - December
ARGNF,annual,FY 2023,2023-12-31 00:00:00,"1,268,594,000",USD,Fiscal year is January - December
ARGNF,annual,FY 2022,2022-12-31 00:00:00,"441,009,000",USD,Fiscal year is January - December
ARGNF,annual,FY 2021,2021-12-31 00:00:00,"528,266,000",USD,Fiscal year is January - December
ARGNF,annual,FY 2020,2020-12-31 00:00:00,"61,960,000",USD,Fiscal year is January - December
ARGNF,annual,FY 2019,2019-12-31 00:00:00,"92,811,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q3 2024,2024-09-30 00:00:00,"588,878,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q2 2024,2024-06-30 00:00:00,"489,428,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q1 2024,2024-03-31 00:00:00,"412,513,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q4 2023,2023-12-31 00:00:00,"417,840,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q3 2023,2023-09-30 00:00:00,"339,839,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q2 2023,2023-06-30 00:00:00,"281,035,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q1 2023,2023-03-31 00:00:00,"229,880,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q4 2022,2022-12-31 00:00:00,"177,857,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q3 2022,2022-09-30 00:00:00,"146,489,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q2 2022,2022-06-30 00:00:00,"85,183,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q1 2022,2022-03-31 00:00:00,"31,480,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q4 2021,2021-12-31 00:00:00,"33,684,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q3 2021,2021-09-30 00:00:00,"7,105,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q2 2021,2021-06-30 00:00:00,"320,062,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q1 2021,2021-03-31 00:00:00,"167,415,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q4 2020,2020-12-31 00:00:00,"9,867,016",USD,Fiscal year is January - December
ARGNF,quarterly,Q3 2020,2020-09-30 00:00:00,"11,469,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q2 2020,2020-06-30 00:00:00,"7,959,433",USD,Fiscal year is January - December
ARGNF,quarterly,Q1 2020,2020-03-31 00:00:00,"23,408,000",USD,Fiscal year is January - December
ARGNF,quarterly,Q4 2019,2019-12-31 00:00:00,"21,406,000",USD,Fiscal year is January - December
ARTH,annual,TTM,2024-06-30 00:00:00,"148,163",USD,Fiscal year is October - September
ARTH,annual,FY 2023,2023-09-30 00:00:00,"75,724",USD,Fiscal year is October - September
ARTH,annual,FY 2022,2022-09-30 00:00:00,"15,652",USD,Fiscal year is October - September
ARTH,annual,FY 2021,2021-09-30 00:00:00,"11,565",USD,Fiscal year is October - September
ARTH,annual,FY 2020,2020-09-30 00:00:00,-,USD,Fiscal year is October - September
ARTH,annual,FY 2019,2019-09-30 00:00:00,-,USD,Fiscal year is October - September
ARTH,quarterly,Q3 2024,2024-06-30 00:00:00,"30,913",USD,Fiscal year is October - September
ARTH,quarterly,Q2 2024,2024-03-31 00:00:00,"31,866",USD,Fiscal year is October - September
ARTH,quarterly,Q1 2024,2023-12-31 00:00:00,"45,867",USD,Fiscal year is October - September
ARTH,quarterly,Q4 2023,2023-09-30 00:00:00,"39,517",USD,Fiscal year is October - September
ARTH,quarterly,Q3 2023,2023-06-30 00:00:00,"13,293",USD,Fiscal year is October - September
ARTH,quarterly,Q2 2023,2023-03-31 00:00:00,"16,654",USD,Fiscal year is October - September
ARTH,quarterly,Q1 2023,2022-12-31 00:00:00,"6,261",USD,Fiscal year is October - September
ARTH,quarterly,Q4 2022,2022-09-30 00:00:00,"1,566",USD,Fiscal year is October - September
ARTH,quarterly,Q3 2022,2022-06-30 00:00:00,"6,261",USD,Fiscal year is October - September
ARTH,quarterly,Q2 2022,2022-03-31 00:00:00,"3,130",USD,Fiscal year is October - September
ARTH,quarterly,Q1 2022,2021-12-31 00:00:00,"4,696",USD,Fiscal year is October - September
ARTH,quarterly,Q4 2021,2021-09-30 00:00:00,"1,565",USD,Fiscal year is October - September
ARTH,quarterly,Q3 2021,2021-06-30 00:00:00,-,USD,Fiscal year is October - September
ARTH,quarterly,Q2 2021,2021-03-31 00:00:00,"10,000",USD,Fiscal year is October - September
ARTH,quarterly,Q1 2021,2020-12-31 00:00:00,-,USD,Fiscal year is October - September
ARTH,quarterly,Q4 2020,2020-09-30 00:00:00,-,USD,Fiscal year is October - September
ARTH,quarterly,Q3 2020,2020-06-30 00:00:00,-,USD,Fiscal year is October - September
ARTH,quarterly,Q2 2020,2020-03-31 00:00:00,-,USD,Fiscal year is October - September
ARTH,quarterly,Q1 2020,2019-12-31 00:00:00,-,USD,Fiscal year is October - September
ARTH,quarterly,Q4 2019,2019-09-30 00:00:00,-,USD,Fiscal year is October - September
ARUXF,annual,TTM,2024-06-30 00:00:00,"5,091,000",AUD,Fiscal year is July - June
ARUXF,annual,FY 2024,2024-06-30 00:00:00,"5,091,000",AUD,Fiscal year is July - June
ARUXF,annual,FY 2023,2023-06-30 00:00:00,"8,429,000",AUD,Fiscal year is July - June
ARUXF,annual,FY 2022,2022-06-30 00:00:00,"1,719,000",AUD,Fiscal year is July - June
ARUXF,annual,FY 2021,2021-06-30 00:00:00,"1,337,000",AUD,Fiscal year is July - June
ARUXF,annual,FY 2020,2020-06-30 00:00:00,"1,253,000",AUD,Fiscal year is July - June
ARUXF,Semi-Annual,H2 2024,2024-06-30 00:00:00,"682,000",AUD,Fiscal year is July - June
ARUXF,Semi-Annual,H1 2024,2023-12-31 00:00:00,"4,409,000",AUD,Fiscal year is July - June
ARUXF,Semi-Annual,H2 2023,2023-06-30 00:00:00,"7,008,000",AUD,Fiscal year is July - June
ARUXF,Semi-Annual,H1 2023,2022-12-31 00:00:00,"1,421,000",AUD,Fiscal year is July - June
ARUXF,Semi-Annual,H2 2022,2022-06-30 00:00:00,"1,017,000",AUD,Fiscal year is July - June
ARUXF,Semi-Annual,H1 2022,2021-12-31 00:00:00,"702,000",AUD,Fiscal year is July - June
ARUXF,Semi-Annual,H2 2021,2021-06-30 00:00:00,"549,000",AUD,Fiscal year is July - June
ARUXF,Semi-Annual,H1 2021,2020-12-31 00:00:00,"788,000",AUD,Fiscal year is July - June
ARUXF,Semi-Annual,H2 2020,2020-06-30 00:00:00,"817,000",AUD,Fiscal year is July - June
ARUXF,Semi-Annual,H1 2020,2019-12-31 00:00:00,"436,000",AUD,Fiscal year is July - June
ASCLF,annual,TTM,2024-06-30 00:00:00,"10,090,000",CNY,Fiscal year is January - December
ASCLF,annual,FY 2023,2023-12-31 00:00:00,"56,596,000",CNY,Fiscal year is January - December
ASCLF,annual,FY 2022,2022-12-31 00:00:00,"54,090,000",CNY,Fiscal year is January - December
ASCLF,annual,FY 2021,2021-12-31 00:00:00,"76,876,000",CNY,Fiscal year is January - December
ASCLF,annual,FY 2020,2020-12-31 00:00:00,"35,001,000",CNY,Fiscal year is January - December
ASCLF,annual,FY 2019,2019-12-31 00:00:00,"173,443,000",CNY,Fiscal year is January - December
ASCLF,Semi-Annual,H1 2024,2024-06-30 00:00:00,-,CNY,Fiscal year is January - December
ASCLF,Semi-Annual,H2 2023,2023-12-31 00:00:00,"10,090,000",CNY,Fiscal year is January - December
ASCLF,Semi-Annual,H1 2023,2023-06-30 00:00:00,"46,506,000",CNY,Fiscal year is January - December
ASCLF,Semi-Annual,H2 2022,2022-12-31 00:00:00,"15,872,000",CNY,Fiscal year is January - December
ASCLF,Semi-Annual,H1 2022,2022-06-30 00:00:00,"38,218,000",CNY,Fiscal year is January - December
ASCLF,Semi-Annual,H2 2021,2021-12-31 00:00:00,"40,327,000",CNY,Fiscal year is January - December
ASCLF,Semi-Annual,H1 2021,2021-06-30 00:00:00,"36,549,000",CNY,Fiscal year is January - December
ASCLF,Semi-Annual,H2 2020,2020-12-31 00:00:00,"3,167,000",CNY,Fiscal year is January - December
ASCLF,Semi-Annual,H1 2020,2020-06-30 00:00:00,"31,834,000",CNY,Fiscal year is January - December
ASCLF,Semi-Annual,H2 2019,2019-12-31 00:00:00,"98,040,000",CNY,Fiscal year is January - December
ATGGF,annual,TTM,2024-06-30 00:00:00,"9,931,504",AUD,Fiscal year is July - June
ATGGF,annual,FY 2024,2024-06-30 00:00:00,"9,931,504",AUD,Fiscal year is July - June
ATGGF,annual,FY 2023,2023-06-30 00:00:00,"4,887,935",AUD,Fiscal year is July - June
ATGGF,annual,FY 2022,2022-06-30 00:00:00,"3,640,082",AUD,Fiscal year is July - June
ATGGF,annual,FY 2021,2021-06-30 00:00:00,"1,984,072",AUD,Fiscal year is July - June
ATGGF,annual,FY 2020,2020-06-30 00:00:00,"3,516,397",AUD,Fiscal year is July - June
ATGGF,Semi-Annual,H2 2024,2024-06-30 00:00:00,"9,022,474",AUD,Fiscal year is July - June
ATGGF,Semi-Annual,H1 2024,2023-12-31 00:00:00,"909,030",AUD,Fiscal year is July - June
ATGGF,Semi-Annual,H2 2023,2023-06-30 00:00:00,"3,883,834",AUD,Fiscal year is July - June
ATGGF,Semi-Annual,H1 2023,2022-12-31 00:00:00,"1,004,101",AUD,Fiscal year is July - June
ATGGF,Semi-Annual,H2 2022,2022-06-30 00:00:00,"3,640,082",AUD,Fiscal year is July - June
ATGGF,Semi-Annual,H1 2022,2021-12-31 00:00:00,-,AUD,Fiscal year is July - June
ATGGF,Semi-Annual,H2 2021,2021-06-30 00:00:00,"1,934,072",AUD,Fiscal year is July - June
ATGGF,Semi-Annual,H1 2021,2020-12-31 00:00:00,"50,000",AUD,Fiscal year is July - June
ATGGF,Semi-Annual,H2 2020,2020-06-30 00:00:00,"2,777,330",AUD,Fiscal year is July - June
ATGGF,Semi-Annual,H1 2020,2019-12-31 00:00:00,"739,067",AUD,Fiscal year is July - June
ATHXQ,annual,TTM,2023-09-30 00:00:00,"80,000",USD,Fiscal year is January - December
ATHXQ,annual,FY 2022,2022-12-31 00:00:00,"5,325,000",USD,Fiscal year is January - December
ATHXQ,annual,FY 2021,2021-12-31 00:00:00,"5,514,000",USD,Fiscal year is January - December
ATHXQ,annual,FY 2020,2020-12-31 00:00:00,"1,440,000",USD,Fiscal year is January - December
ATHXQ,annual,FY 2019,2019-12-31 00:00:00,"5,633,000",USD,Fiscal year is January - December
ATHXQ,annual,FY 2018,2018-12-31 00:00:00,"24,291,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q3 2023,2023-09-30 00:00:00,-,USD,Fiscal year is January - December
ATHXQ,quarterly,Q2 2023,2023-06-30 00:00:00,"49,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q1 2023,2023-03-31 00:00:00,-,USD,Fiscal year is January - December
ATHXQ,quarterly,Q4 2022,2022-12-31 00:00:00,"31,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q3 2022,2022-09-30 00:00:00,"65,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q2 2022,2022-06-30 00:00:00,"2,316,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q1 2022,2022-03-31 00:00:00,"2,912,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q4 2021,2021-12-31 00:00:00,"722,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q3 2021,2021-09-30 00:00:00,"4,792,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q2 2021,2021-06-30 00:00:00,-,USD,Fiscal year is January - December
ATHXQ,quarterly,Q1 2021,2021-03-31 00:00:00,-,USD,Fiscal year is January - December
ATHXQ,quarterly,Q4 2020,2020-12-31 00:00:00,"1,270,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q3 2020,2020-09-30 00:00:00,"86,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q2 2020,2020-06-30 00:00:00,"84,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q1 2020,2020-03-31 00:00:00,-,USD,Fiscal year is January - December
ATHXQ,quarterly,Q4 2019,2019-12-31 00:00:00,"287,000",USD,Fiscal year is January - December
ATHXQ,quarterly,Q3 2019,2019-09-30 00:00:00,"-361,000",USD,Fiscal year is January - December
