Company,Frequency,Fiscal,Period Ending,Revenue,Currency,Fiscal_period
PCYN,quarterly,Q1 2022,"Sep '21 Sep 30, 2021","1,189,978",Financials in USD,Fiscal year is July - June
PCYN,quarterly,Q4 2021,"Jun '21 Jun 30, 2021","1,265,525",Financials in USD,Fiscal year is July - June
PCYN,quarterly,Q3 2021,"Mar '21 Mar 31, 2021","1,033,498",Financials in USD,Fiscal year is July - June
PCYN,quarterly,Q2 2021,"Dec '20 Dec 31, 2020","1,174,405",Financials in USD,Fiscal year is July - June
PCYN,quarterly,Q1 2021,"Sep '20 Sep 30, 2020","1,246,243",Financials in USD,Fiscal year is July - June
PCYN,quarterly,Q4 2020,"Jun '20 Jun 30, 2020","883,981",Financials in USD,Fiscal year is July - June
PCYN,quarterly,Q3 2020,"Mar '20 Mar 31, 2020","1,139,115",Financials in USD,Fiscal year is July - June
PCYN,quarterly,Q2 2020,"Dec '19 Dec 31, 2019","1,127,695",Financials in USD,Fiscal year is July - June
PCYN,quarterly,Q1 2020,"Sep '19 Sep 30, 2019","1,183,297",Financials in USD,Fiscal year is July - June
PCYN,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is July - June
PCYN,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is July - June
PCYN,quarterly,Fiscal_Year_period,,Fiscal year is July - June,Financials in USD,Fiscal year is July - June
PGFF,annual,TTM,"Sep '24 Sep 30, 2024","54,258",Financials in USD,Fiscal year is January - December
PGFF,annual,FY 2023,"Dec '23 Dec 31, 2023","9,286",Financials in USD,Fiscal year is January - December
PGFF,annual,FY 2022,"Dec '22 Dec 31, 2022",-,Financials in USD,Fiscal year is January - December
PGFF,annual,FY 2021,"Dec '21 Dec 31, 2021","1,300",Financials in USD,Fiscal year is January - December
PGFF,annual,FY 2020,"Dec '20 Dec 31, 2020",-,Financials in USD,Fiscal year is January - December
PGFF,annual,FY 2019,"Dec '19 Dec 31, 2019",-,Financials in USD,Fiscal year is January - December
PGFF,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
PGFF,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q3 2024,"Sep '24 Sep 30, 2024",43,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q2 2024,"Jun '24 Jun 30, 2024","23,463",Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q1 2024,"Mar '24 Mar 31, 2024","30,761",Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q4 2023,"Dec '23 Dec 31, 2023",-9,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q3 2023,"Sep '23 Sep 30, 2023",-,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q2 2023,"Jun '23 Jun 30, 2023","9,295",Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q1 2023,"Mar '23 Mar 31, 2023",-,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q4 2022,"Dec '22 Dec 31, 2022",-,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q3 2022,"Sep '22 Sep 30, 2022",-,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q2 2022,"Jun '22 Jun 30, 2022",-,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q1 2022,"Mar '22 Mar 31, 2022",-,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q4 2021,"Dec '21 Dec 31, 2021",-,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q3 2021,"Sep '21 Sep 30, 2021",-,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q2 2021,"Jun '21 Jun 30, 2021","1,300",Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q1 2021,"Mar '21 Mar 31, 2021",-,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Q4 2020,"Dec '20 Dec 31, 2020",-,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
PGFF,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
PLPL,annual,TTM,"Sep '16 Sep 30, 2016","338,483",Financials in USD,Fiscal year is July - June
PLPL,annual,FY 2016,"Jun '16 Jun 30, 2016","298,494",Financials in USD,Fiscal year is July - June
PLPL,annual,FY 2015,"Jun '15 Jun 30, 2015","92,898",Financials in USD,Fiscal year is July - June
PLPL,annual,FY 2014,"Jun '14 Jun 30, 2014","265,735",Financials in USD,Fiscal year is July - June
PLPL,annual,FY 2013,"Jun '13 Jun 30, 2013","359,143",Financials in USD,Fiscal year is July - June
PLPL,annual,FY 2012,"Jun '12 Jun 30, 2012","74,452",Financials in USD,Fiscal year is July - June
PLPL,annual,2011,2011,Upgrade,Financials in USD,Fiscal year is July - June
PLPL,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is July - June
PLPL,annual,Fiscal_Year_period,,Fiscal year is July - June,Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q1 2017,"Sep '16 Sep 30, 2016","80,820",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q3 2016,"Mar '16 Mar 31, 2016","100,295",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q2 2016,"Dec '15 Dec 31, 2015","50,553",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q1 2016,"Sep '15 Sep 30, 2015","40,831",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q3 2015,"Mar '15 Mar 31, 2015","21,744",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q2 2015,"Dec '14 Dec 31, 2014","67,101",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q1 2015,"Sep '14 Sep 30, 2014","26,387",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q4 2014,"Jun '14 Jun 30, 2014","14,889",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q3 2014,"Mar '14 Mar 31, 2014","12,554",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q2 2014,"Dec '13 Dec 31, 2013","13,187",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q1 2014,"Sep '13 Sep 30, 2013","226,953",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q4 2013,"Jun '13 Jun 30, 2013","45,427",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q3 2013,"Mar '13 Mar 31, 2013","65,850",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q2 2013,"Dec '12 Dec 31, 2012","113,816",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q1 2013,"Sep '12 Sep 30, 2012","133,816",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q4 2012,"Jun '12 Jun 30, 2012","25,435",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q3 2012,"Mar '12 Mar 31, 2012","33,850",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q2 2012,"Dec '11 Dec 31, 2011","13,896",Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q1 2012,"Sep '11 Sep 30, 2011",-,Financials in USD,Fiscal year is July - June
PLPL,quarterly,Q4 2011,"Jun '11 Jun 30, 2011","-59,574",Financials in USD,Fiscal year is July - June
PLPL,quarterly,+3 Quarters,+3 Quarters,Upgrade,Financials in USD,Fiscal year is July - June
PLPL,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is July - June
PLPL,quarterly,Fiscal_Year_period,,Fiscal year is July - June,Financials in USD,Fiscal year is July - June
PLSH,annual,TTM,"Mar '24 Mar 31, 2024","2,763,922",Financials in USD,Fiscal year is January - December
PLSH,annual,FY 2023,"Dec '23 Dec 31, 2023","2,384,956",Financials in USD,Fiscal year is January - December
PLSH,annual,FY 2022,"Dec '22 Dec 31, 2022","1,626,978",Financials in USD,Fiscal year is January - December
PLSH,annual,FY 2021,"Dec '21 Dec 31, 2021","2,059,627",Financials in USD,Fiscal year is January - December
PLSH,annual,FY 2020,"Dec '20 Dec 31, 2020","9,017,720",Financials in USD,Fiscal year is January - December
PLSH,annual,FY 2019,"Dec '19 Dec 31, 2019","2,198,408",Financials in USD,Fiscal year is January - December
PLSH,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
PLSH,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q1 2024,"Mar '24 Mar 31, 2024","1,056,447",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q4 2023,"Dec '23 Dec 31, 2023","960,496",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q3 2023,"Sep '23 Sep 30, 2023","347,851",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q2 2023,"Jun '23 Jun 30, 2023","399,128",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q1 2023,"Mar '23 Mar 31, 2023","677,481",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q4 2022,"Dec '22 Dec 31, 2022","324,788",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q3 2022,"Sep '22 Sep 30, 2022","366,244",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q2 2022,"Jun '22 Jun 30, 2022","469,472",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q1 2022,"Mar '22 Mar 31, 2022","466,474",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q4 2021,"Dec '21 Dec 31, 2021","645,953",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q3 2021,"Sep '21 Sep 30, 2021","588,040",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q2 2021,"Jun '21 Jun 30, 2021","313,496",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q1 2021,"Mar '21 Mar 31, 2021","512,138",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q4 2020,"Dec '20 Dec 31, 2020","712,090",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q3 2020,"Sep '20 Sep 30, 2020","1,343,641",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q2 2020,"Jun '20 Jun 30, 2020","6,161,468",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q1 2020,"Mar '20 Mar 31, 2020","3,480,995",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q3 2019,"Sep '19 Sep 30, 2019","60,153",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q2 2019,"Jun '19 Jun 30, 2019","139,683",Financials in USD,Fiscal year is January - December
PLSH,quarterly,Q1 2019,"Mar '19 Mar 31, 2019","77,832",Financials in USD,Fiscal year is January - December
PLSH,quarterly,+1 Quarters,+1 Quarters,Upgrade,Financials in USD,Fiscal year is January - December
PLSH,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
PLSH,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
PVCT,annual,TTM,"Sep '24 Sep 30, 2024","723,918",Financials in USD,Fiscal year is January - December
PVCT,annual,FY 2023,"Dec '23 Dec 31, 2023","557,710",Financials in USD,Fiscal year is January - December
PVCT,annual,FY 2022,"Dec '22 Dec 31, 2022","989,042",Financials in USD,Fiscal year is January - December
PVCT,annual,FY 2021,"Dec '21 Dec 31, 2021",-,Financials in USD,Fiscal year is January - December
PVCT,annual,FY 2020,"Dec '20 Dec 31, 2020",-,Financials in USD,Fiscal year is January - December
PVCT,annual,FY 2019,"Dec '19 Dec 31, 2019",-,Financials in USD,Fiscal year is January - December
PVCT,annual,2018 - 2014,2018 - 2014,Upgrade,Financials in USD,Fiscal year is January - December
PVCT,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
PVCT,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q3 2024,"Sep '24 Sep 30, 2024","109,745",Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q2 2024,"Jun '24 Jun 30, 2024","254,991",Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q1 2024,"Mar '24 Mar 31, 2024","238,072",Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q4 2023,"Dec '23 Dec 31, 2023","121,110",Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q3 2023,"Sep '23 Sep 30, 2023","69,733",Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q2 2023,"Jun '23 Jun 30, 2023","161,842",Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q1 2023,"Mar '23 Mar 31, 2023","205,025",Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q4 2022,"Dec '22 Dec 31, 2022","164,837",Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q3 2022,"Sep '22 Sep 30, 2022","314,890",Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q2 2022,"Jun '22 Jun 30, 2022","321,710",Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q1 2022,"Mar '22 Mar 31, 2022","187,605",Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q4 2021,"Dec '21 Dec 31, 2021",-,Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q3 2021,"Sep '21 Sep 30, 2021",-,Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q2 2021,"Jun '21 Jun 30, 2021",-,Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q1 2021,"Mar '21 Mar 31, 2021",-,Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q4 2020,"Dec '20 Dec 31, 2020",-,Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q3 2020,"Sep '20 Sep 30, 2020",-,Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q2 2020,"Jun '20 Jun 30, 2020",-,Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q1 2020,"Mar '20 Mar 31, 2020",-,Financials in USD,Fiscal year is January - December
PVCT,quarterly,Q4 2019,"Dec '19 Dec 31, 2019",-,Financials in USD,Fiscal year is January - December
PVCT,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is January - December
PVCT,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
PVCT,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
QBIO,annual,TTM,"Feb '23 Feb 28, 2023","209,293",Financials in USD,Fiscal year is December - November
QBIO,annual,FY 2022,"Nov '22 Nov 30, 2022","284,352",Financials in USD,Fiscal year is December - November
QBIO,annual,FY 2021,"Nov '21 Nov 30, 2021","195,597",Financials in USD,Fiscal year is December - November
QBIO,annual,FY 2020,"Nov '20 Nov 30, 2020","30,000",Financials in USD,Fiscal year is December - November
QBIO,annual,FY 2019,"Nov '19 Nov 30, 2019",-,Financials in USD,Fiscal year is December - November
QBIO,annual,FY 2018,"Nov '18 Nov 30, 2018",-,Financials in USD,Fiscal year is December - November
QBIO,annual,2017 - 2014,2017 - 2014,Upgrade,Financials in USD,Fiscal year is December - November
QBIO,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is December - November
QBIO,annual,Fiscal_Year_period,,Fiscal year is December - November,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q1 2023,"Feb '23 Feb 28, 2023",-,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q4 2022,"Nov '22 Nov 30, 2022","12,535",Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q3 2022,"Aug '22 Aug 31, 2022","26,271",Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q2 2022,"May '22 May 31, 2022","170,487",Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q1 2022,"Feb '22 Feb 28, 2022","75,059",Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q4 2021,"Nov '21 Nov 30, 2021","104,922",Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q3 2021,"Aug '21 Aug 31, 2021","45,675",Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q2 2021,"May '21 May 31, 2021","45,000",Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q1 2021,"Feb '21 Feb 28, 2021",-,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q4 2020,"Nov '20 Nov 30, 2020",-,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q3 2020,"Aug '20 Aug 31, 2020","15,000",Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q2 2020,"May '20 May 31, 2020","15,000",Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q1 2020,"Feb '20 Feb 29, 2020",-,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q4 2019,"Nov '19 Nov 30, 2019",-,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q3 2019,"Aug '19 Aug 31, 2019",-,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q2 2019,"May '19 May 31, 2019",-,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q1 2019,"Feb '19 Feb 28, 2019",-,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q4 2018,"Nov '18 Nov 30, 2018",-,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q3 2018,"Aug '18 Aug 31, 2018",-,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Q2 2018,"May '18 May 31, 2018",-,Financials in USD,Fiscal year is December - November
QBIO,quarterly,+17 Quarters,+17 Quarters,Upgrade,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is December - November
QBIO,quarterly,Fiscal_Year_period,,Fiscal year is December - November,Financials in USD,Fiscal year is December - November
RGBP,annual,TTM,"Sep '24 Sep 30, 2024","236,560",Financials in USD,Fiscal year is October - September
RGBP,annual,FY 2024,"Sep '24 Sep 30, 2024","236,560",Financials in USD,Fiscal year is October - September
RGBP,annual,FY 2023,"Sep '23 Sep 30, 2023","236,560",Financials in USD,Fiscal year is October - September
RGBP,annual,FY 2022,"Sep '22 Sep 30, 2022","235,517",Financials in USD,Fiscal year is October - September
RGBP,annual,FY 2021,"Sep '21 Sep 30, 2021","171,194",Financials in USD,Fiscal year is October - September
RGBP,annual,FY 2020,"Sep '20 Sep 30, 2020","110,000",Financials in USD,Fiscal year is October - September
RGBP,annual,2019 - 2015,2019 - 2015,Upgrade,Financials in USD,Fiscal year is October - September
RGBP,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is October - September
RGBP,annual,Fiscal_Year_period,,Fiscal year is October - September,Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q4 2024,"Sep '24 Sep 30, 2024","59,366",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q3 2024,"Jun '24 Jun 30, 2024","59,065",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q2 2024,"Mar '24 Mar 31, 2024","59,065",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q1 2024,"Dec '23 Dec 31, 2023","59,065",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q4 2023,"Sep '23 Sep 30, 2023","59,366",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q3 2023,"Jun '23 Jun 30, 2023","59,065",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q2 2023,"Mar '23 Mar 31, 2023","59,065",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q1 2023,"Dec '22 Dec 31, 2022","59,065",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q4 2022,"Sep '22 Sep 30, 2022","59,366",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q3 2022,"Jun '22 Jun 30, 2022","58,717",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q2 2022,"Mar '22 Mar 31, 2022","58,369",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q1 2022,"Dec '21 Dec 31, 2021","59,065",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q4 2021,"Sep '21 Sep 30, 2021","59,714",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q3 2021,"Jun '21 Jun 30, 2021","56,631",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q2 2021,"Mar '21 Mar 31, 2021","27,425",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q1 2021,"Dec '20 Dec 31, 2020","27,425",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q4 2020,"Sep '20 Sep 30, 2020","27,726",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q3 2020,"Jun '20 Jun 30, 2020","27,425",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q2 2020,"Mar '20 Mar 31, 2020","27,425",Financials in USD,Fiscal year is October - September
RGBP,quarterly,Q1 2020,"Dec '19 Dec 31, 2019","27,425",Financials in USD,Fiscal year is October - September
RGBP,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is October - September
RGBP,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is October - September
RGBP,quarterly,Fiscal_Year_period,,Fiscal year is October - September,Financials in USD,Fiscal year is October - September
RGTPQ,annual,TTM,"Mar '23 Mar 31, 2023","73,000",Financials in USD,Fiscal year is January - December
RGTPQ,annual,FY 2022,"Dec '22 Dec 31, 2022","814,000",Financials in USD,Fiscal year is January - December
RGTPQ,annual,FY 2021,"Dec '21 Dec 31, 2021","9,404,000",Financials in USD,Fiscal year is January - December
RGTPQ,annual,FY 2020,"Dec '20 Dec 31, 2020","10,126,000",Financials in USD,Fiscal year is January - December
RGTPQ,annual,FY 2019,"Dec '19 Dec 31, 2019","5,652,000",Financials in USD,Fiscal year is January - December
RGTPQ,annual,FY 2018,"Dec '18 Dec 31, 2018","4,038,000",Financials in USD,Fiscal year is January - December
RGTPQ,annual,2017 - 2013,2017 - 2013,Upgrade,Financials in USD,Fiscal year is January - December
RGTPQ,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
RGTPQ,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q1 2023,"Mar '23 Mar 31, 2023",-,Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q4 2022,"Dec '22 Dec 31, 2022",-,Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q3 2022,"Sep '22 Sep 30, 2022",-,Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q2 2022,"Jun '22 Jun 30, 2022","73,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q1 2022,"Mar '22 Mar 31, 2022","741,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q4 2021,"Dec '21 Dec 31, 2021","1,042,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q3 2021,"Sep '21 Sep 30, 2021","1,116,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q2 2021,"Jun '21 Jun 30, 2021","2,537,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q1 2021,"Mar '21 Mar 31, 2021","4,709,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q4 2020,"Dec '20 Dec 31, 2020","3,590,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q3 2020,"Sep '20 Sep 30, 2020","3,337,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q2 2020,"Jun '20 Jun 30, 2020","2,266,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q1 2020,"Mar '20 Mar 31, 2020","933,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q4 2019,"Dec '19 Dec 31, 2019","1,466,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q3 2019,"Sep '19 Sep 30, 2019","1,395,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q2 2019,"Jun '19 Jun 30, 2019","1,326,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q1 2019,"Mar '19 Mar 31, 2019","1,465,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q4 2018,"Dec '18 Dec 31, 2018","2,990,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q3 2018,"Sep '18 Sep 30, 2018","725,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Q2 2018,"Jun '18 Jun 30, 2018","320,000",Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
RGTPQ,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
RSCI,annual,TTM,"Mar '12 Mar 31, 2012","259,711",Financials in USD,Fiscal year is January - December
RSCI,annual,FY 2011,"Dec '11 Dec 31, 2011","265,771",Financials in USD,Fiscal year is January - December
RSCI,annual,FY 2010,"Dec '10 Dec 31, 2010","222,073",Financials in USD,Fiscal year is January - December
RSCI,annual,FY 2009,"Dec '09 Dec 31, 2009","465,740",Financials in USD,Fiscal year is January - December
RSCI,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
RSCI,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q1 2012,"Mar '12 Mar 31, 2012","19,416",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q4 2011,"Dec '11 Dec 31, 2011","30,979",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q3 2011,"Sep '11 Sep 30, 2011","86,730",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q2 2011,"Jun '11 Jun 30, 2011","121,853",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q1 2011,"Mar '11 Mar 31, 2011","25,476",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q4 2010,"Dec '10 Dec 31, 2010","1,016",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q3 2010,"Sep '10 Sep 30, 2010","67,785",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q2 2010,"Jun '10 Jun 30, 2010","110,287",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q1 2010,"Mar '10 Mar 31, 2010","42,985",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q4 2009,"Dec '09 Dec 31, 2009","11,937",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q3 2009,"Sep '09 Sep 30, 2009","123,883",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q2 2009,"Jun '09 Jun 30, 2009","164,960",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Q1 2009,"Mar '09 Mar 31, 2009","164,960",Financials in USD,Fiscal year is January - December
RSCI,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
RSCI,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
RTSL,annual,TTM,"Jun '23 Jun 30, 2023",-,Financials in USD,Fiscal year is January - December
RTSL,annual,FY 2022,"Dec '22 Dec 31, 2022",-,Financials in USD,Fiscal year is January - December
RTSL,annual,FY 2021,"Dec '21 Dec 31, 2021",534,Financials in USD,Fiscal year is January - December
RTSL,annual,FY 2020,"Dec '20 Dec 31, 2020","140,055",Financials in USD,Fiscal year is January - December
RTSL,annual,FY 2020,"Mar '20 Mar 31, 2020","9,139",Financials in USD,Fiscal year is January - December
RTSL,annual,FY 2019,"Mar '19 Mar 31, 2019",-,Financials in USD,Fiscal year is January - December
RTSL,annual,2018 - 2014,2018 - 2014,Upgrade,Financials in USD,Fiscal year is January - December
RTSL,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
RTSL,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
RTSL,quarterly,Q2 2023,"Jun '23 Jun 30, 2023",-,Financials in USD,Fiscal year is January - December
RTSL,quarterly,Q1 2023,"Mar '23 Mar 31, 2023",-,Financials in USD,Fiscal year is January - December
